CEBELNJAK_LOKACIJA,Y,X,DAT_ZACETEK,DAT_PRENEHANJE
45787,404217,88061,02.03.09,29.09.15
45789,464138,98909,02.03.09,25.10.18
44201,451153,72284,27.02.08,10.02.11
44251,389991,42950,18.03.08,09.02.12
45327,569761,145722,22.09.08,07.12.20
45349,578468,187012,22.09.08,22.01.18
45221,462060,105309,04.09.08,01.12.17
45223,445150,99684,04.09.08,09.10.14
45225,470565,102042,04.09.08,06.06.19
45233,495628,81629,04.09.08,10.02.11
45235,461511,96648,04.09.08,25.10.18
45803,441701,76877,04.03.09,29.09.15
44487,470718,124582,20.05.08,18.05.10
44555,529610,120770,23.06.08,21.03.17
44557,510817,114146,23.06.08,25.10.18
45369,410803,84231,26.09.08,05.01.21
45093,509866,34150,27.08.08,23.05.12
45109,534306,77920,27.08.08,09.02.12
45361,528070,37926,23.09.08,04.03.14
45387,456231,96902,16.10.08,02.02.18
45389,477139,77603,16.10.08,02.09.16
45817,394928,38056,09.03.09,14.04.21
45685,441585,110918,09.02.09,11.12.20
45949,462053,115518,09.04.09,04.02.19
46061,481831,128747,23.04.09,30.09.15
46065,409819,35691,23.04.09,02.06.15
43840,408112,38633,03.01.08,25.10.18
44601,458494,125476,08.07.08,13.09.16
44612,461491,123332,08.07.08,07.12.20
44616,503723,132249,08.07.08,12.06.09
44823,589722,158649,01.08.08,17.10.11
45411,516165,163906,20.10.08,25.03.11
45867,472251,116895,26.03.09,11.09.19
44791,598023,163883,30.07.08,09.07.14
44799,511779,131527,30.07.08,04.03.21
45434,442338,126921,23.10.08,28.06.18
46087,434124,140227,05.05.09,04.03.16
46089,434145,140240,05.05.09,04.03.16
46091,433488,140587,05.05.09,27.12.10
47998,512267,119236,02.07.10,20.12.20
48146,414035,84215,13.08.10,25.10.18
48162,475458,122269,20.08.10,25.10.18
48163,428512,87280,23.08.10,25.10.18
46689,504110,138404,22.07.09,17.03.16
47944,502210,104056,24.06.10,05.03.21
47946,516859,108171,24.06.10,28.03.17
48106,542718,105660,06.08.10,07.10.16
48108,478087,101213,06.08.10,07.02.18
47501,549930,155477,02.12.09,17.08.16
46781,422042,58289,29.07.09,05.07.13
46785,477034,69962,29.07.09,25.10.18
47901,572052,153399,01.06.10,11.04.17
48046,582672,164334,23.07.10,25.10.18
48064,512312,128135,29.07.10,03.02.15
48068,511627,50436,29.07.10,27.10.17
48079,522188,130572,02.08.10,06.09.10
48080,519904,134381,02.08.10,12.07.11
48083,505318,64239,02.08.10,03.10.11
46339,496300,164238,08.06.09,01.02.19
46341,404388,119733,08.06.09,07.12.18
46343,588873,143665,08.06.09,22.11.16
46347,518204,67470,08.06.09,15.06.11
46351,477155,107706,08.06.09,05.01.10
46353,586697,144275,08.06.09,29.08.16
47549,579382,164873,22.12.09,18.05.20
47551,584148,163872,22.12.09,25.10.18
47555,388513,127736,22.12.09,25.10.18
46445,482763,81501,18.06.09,08.03.12
48259,496226,53328,12.11.10,17.12.14
46117,509716,84858,11.05.09,24.03.20
46119,470992,74603,11.05.09,25.10.18
46135,467795,79192,11.05.09,12.06.09
47755,606575,157004,16.03.10,30.03.17
47845,475717,114632,07.05.10,10.05.12
46931,519763,125699,12.08.09,25.10.18
46933,503629,134689,12.08.09,27.06.18
46941,523977,126411,12.08.09,06.02.19
46943,518022,121910,12.08.09,12.09.13
47033,521744,105716,19.08.09,29.08.16
47303,581714,174360,11.09.09,02.07.12
47305,463355,107127,11.09.09,02.09.20
47307,453319,100266,11.09.09,07.04.14
47315,501511,81492,11.09.09,25.10.18
47322,524816,58947,11.09.09,07.04.11
46317,592207,140246,04.06.09,27.01.20
47365,490902,113899,28.09.09,05.03.21
47737,437138,86657,08.03.10,18.12.20
48264,435814,134350,24.11.10,25.10.18
48269,588716,173975,25.11.10,16.06.16
48270,459649,64010,25.11.10,21.06.12
46603,557893,152615,07.07.09,04.01.17
46613,470915,101826,07.07.09,22.09.16
47871,389328,43506,26.05.10,20.10.16
47875,522178,142589,26.05.10,25.10.18
47877,585715,177070,26.05.10,07.12.20
47880,563424,140146,26.05.10,02.03.11
47931,451879,123557,14.06.10,29.08.16
46359,478410,118925,09.06.09,22.03.12
46365,453005,98219,09.06.09,18.12.18
47149,502102,103979,31.08.09,25.10.18
47225,545779,159247,04.09.09,25.10.18
47229,401959,116458,04.09.09,10.07.14
47903,514997,109477,02.06.10,19.08.16
47917,421000,71689,04.06.10,03.01.17
47707,491124,69860,24.02.10,25.10.18
47709,540285,140883,24.02.10,02.10.14
47883,477354,68925,27.05.10,26.11.13
47887,515702,112893,27.05.10,22.08.18
47888,597392,143068,27.05.10,12.01.21
48133,441147,88844,11.08.10,28.10.16
48275,512299,43898,07.12.10,27.06.18
46501,461996,105289,29.06.09,09.02.16
46503,486175,92834,29.06.09,25.10.18
47459,564886,161910,10.11.09,20.02.19
47463,407837,84948,10.11.09,01.02.12
47649,495610,154834,04.02.10,06.04.11
48086,537701,95326,03.08.10,25.10.18
48088,518918,35947,03.08.10,09.07.18
48121,540773,89935,09.08.10,18.04.17
46743,405945,45168,27.07.09,29.08.13
47269,418502,79973,09.09.09,03.04.13
47271,492084,154577,09.09.09,24.01.19
47277,546507,110389,09.09.09,30.01.17
47591,501315,132028,20.01.10,28.02.11
47595,548902,141455,20.01.10,21.06.11
47786,476615,94186,12.04.10,05.02.18
46483,540652,138020,24.06.09,25.10.18
46769,545431,143839,28.07.09,04.06.14
46771,541570,92508,28.07.09,24.01.19
47625,477900,69432,26.01.10,09.07.15
48278,545194,93675,08.12.10,06.03.13
46897,460402,133407,10.08.09,17.12.13
46901,522874,84428,10.08.09,05.02.16
46902,529715,76917,10.08.09,05.02.16
46905,450963,113699,10.08.09,09.07.14
47013,519747,40343,18.08.09,20.04.18
47017,513976,56908,18.08.09,27.06.18
47021,524691,85775,18.08.09,25.10.18
47023,497338,75864,18.08.09,21.04.20
47117,453497,100575,27.08.09,18.11.20
47119,469409,125477,27.08.09,03.12.20
47121,393431,75918,27.08.09,08.05.13
47123,431558,49277,27.08.09,07.12.20
47125,413403,71434,27.08.09,31.03.11
47129,594030,173186,27.08.09,07.06.10
47577,513481,50250,12.01.10,28.10.15
46412,435739,131647,15.06.09,12.01.21
46414,435940,134176,15.06.09,12.01.21
47135,396795,85854,28.08.09,09.07.14
47141,404453,82990,28.08.09,07.01.11
47965,421673,130209,29.06.10,06.11.13
47968,437590,48768,29.06.10,24.08.17
47981,527316,143924,30.06.10,27.08.10
46597,433284,139669,06.07.09,26.03.12
47929,592296,173055,10.06.10,13.12.11
46273,527789,38942,01.06.09,19.12.16
46277,546641,162929,01.06.09,09.05.19
46279,534260,136317,01.06.09,18.01.12
46285,460568,99697,01.06.09,06.02.18
46463,489004,112203,23.06.09,29.06.15
46465,515601,47341,23.06.09,05.03.13
46567,610654,161472,03.07.09,18.01.18
46571,514409,72882,03.07.09,09.07.15
46574,445263,95878,03.07.09,25.09.20
46575,412354,108550,03.07.09,25.10.18
46581,499615,90928,03.07.09,08.12.09
46583,534992,110299,03.07.09,14.07.15
47507,496882,130287,04.12.09,16.09.16
47513,443175,128391,04.12.09,02.06.10
46155,502726,141020,13.05.09,07.05.21
46585,487585,65409,06.07.09,12.07.10
46591,405159,74269,06.07.09,21.09.16
46593,411904,113387,06.07.09,05.02.20
46219,489573,53981,27.05.09,03.11.14
46221,596184,191175,27.05.09,15.10.10
46227,482122,85789,27.05.09,07.06.10
46653,445223,77140,16.07.09,19.12.17
47485,408622,150334,25.11.09,25.10.18
46983,520713,59781,17.08.09,13.12.18
46985,524384,43540,17.08.09,02.07.12
46993,503744,93923,17.08.09,19.12.16
46995,538934,99388,17.08.09,17.05.10
47001,515157,85678,17.08.09,10.12.09
47007,497647,90645,17.08.09,07.04.17
47387,517581,107002,12.10.09,04.08.20
46369,473365,122168,10.06.09,17.02.10
46371,599016,176612,10.06.09,30.01.17
46377,482857,81637,10.06.09,06.09.16
46379,448965,121284,10.06.09,03.07.15
46381,488486,153809,10.06.09,02.06.20
46389,437546,71908,10.06.09,30.12.15
46875,530005,127869,07.08.09,25.10.18
46877,535101,116468,07.08.09,25.10.18
46881,418702,36903,07.08.09,27.01.20
47265,416351,112182,09.09.09,02.06.21
47515,504868,127261,04.12.09,19.06.15
46911,553896,120986,11.08.09,06.07.15
46913,599957,157054,11.08.09,06.07.15
46915,576129,132429,11.08.09,25.09.15
46921,538774,137389,11.08.09,05.07.13
46923,542491,138336,11.08.09,30.01.17
46925,387711,132019,11.08.09,16.02.12
47151,600292,189023,31.08.09,16.06.10
47165,512014,108813,31.08.09,21.01.16
47521,451826,90168,08.12.09,03.11.16
46217,418078,106077,26.05.09,11.06.20
46263,511337,123752,29.05.09,26.06.14
46265,495946,47770,29.05.09,12.04.21
46267,438365,97585,29.05.09,10.03.20
46269,454942,96208,29.05.09,17.09.13
46835,423759,98196,04.08.09,21.04.20
46839,502856,138366,04.08.09,05.03.21
46843,514107,112319,04.08.09,25.10.18
46845,471598,69221,04.08.09,25.10.18
47047,489998,149576,20.08.09,05.07.13
47053,536761,162186,20.08.09,14.02.13
47057,542636,160306,20.08.09,11.06.20
47059,505814,149859,20.08.09,19.12.17
47079,558962,167087,25.08.09,24.10.11
47087,466173,119675,25.08.09,03.07.15
47089,465147,117273,25.08.09,03.07.15
47847,523889,56241,10.05.10,28.11.18
47908,515972,97521,03.06.10,09.09.16
47911,544225,101428,03.06.10,06.08.20
47913,537633,157244,03.06.10,22.05.19
48017,402953,115986,12.07.10,19.09.19
48109,475929,69612,06.08.10,13.12.11
46233,503669,67673,28.05.09,09.07.14
46239,462323,98540,28.05.09,12.12.11
46241,454303,98331,28.05.09,05.02.18
46243,511302,84351,28.05.09,09.12.20
46244,510960,89057,28.05.09,09.12.20
46247,468130,91151,28.05.09,31.08.20
46251,489131,45797,28.05.09,06.03.20
46677,525946,118590,21.07.09,31.08.20
46681,439629,93882,21.07.09,06.03.17
47329,581546,162991,14.09.09,05.01.16
47817,531867,125027,23.04.10,21.09.11
47820,479343,70346,23.04.10,05.03.21
46473,502802,147657,24.06.09,12.01.21
46477,438898,120565,24.06.09,31.08.09
46479,598185,140330,24.06.09,24.06.09
46541,403929,80377,01.07.09,06.03.17
47893,456211,92329,28.05.10,15.06.20
48066,427536,100426,29.07.10,21.03.19
48076,468774,116311,30.07.10,25.10.18
48078,411777,105587,30.07.10,04.07.12
48142,457409,76584,12.08.10,11.10.16
46325,476313,66624,05.06.09,09.12.20
46713,394391,39083,24.07.09,22.08.19
46715,393657,104454,24.07.09,14.02.12
46719,427402,80704,24.07.09,19.06.15
46723,546354,158085,24.07.09,11.09.09
46725,528118,121224,24.07.09,22.08.19
47067,382519,125137,24.08.09,09.03.10
47073,548233,153227,24.08.09,12.06.12
47739,499418,147242,09.03.10,25.10.18
47741,528118,121224,09.03.10,15.02.19
47759,605461,158024,18.03.10,25.10.11
47760,515906,164687,18.03.10,12.12.20
47575,545431,143839,11.01.10,04.06.14
47679,524896,57036,15.02.10,17.01.18
47683,477368,93711,15.02.10,20.02.12
48011,429208,70660,06.07.10,26.06.18
48013,436109,73070,06.07.10,30.01.19
48167,495008,84533,25.08.10,10.11.17
48169,509633,64229,25.08.10,25.10.18
47767,403472,116636,24.03.10,20.05.15
47884,496864,130359,27.05.10,25.10.18
47393,407025,150415,14.10.09,21.12.17
47469,585454,166990,16.11.09,04.07.13
47800,600493,161186,13.04.10,23.10.14
48149,497369,164011,16.08.10,25.10.18
48152,566034,156363,17.08.10,01.12.20
48153,540036,139668,17.08.10,28.02.11
48155,556953,153923,17.08.10,04.01.18
46187,452531,94811,21.05.09,25.10.18
46189,431119,134931,21.05.09,30.03.17
46293,474851,69319,02.06.09,20.12.11
46295,468234,110797,02.06.09,16.04.15
46301,427318,139715,02.06.09,25.10.18
46305,445615,129831,02.06.09,26.02.20
46527,502466,163940,30.06.09,06.07.15
46531,508055,59288,30.06.09,10.01.11
46535,491240,40550,30.06.09,16.02.12
46537,386155,97608,30.06.09,16.09.11
47241,462813,70364,08.09.09,07.11.17
47920,561263,134778,08.06.10,09.07.14
47529,579682,168003,09.12.09,06.07.15
48175,527316,143924,27.08.10,26.02.18
48190,462657,61563,07.09.10,24.05.12
48191,408270,85386,07.09.10,05.07.13
47495,517582,72969,27.11.09,05.01.17
47637,529690,156283,27.01.10,18.06.20
47639,555861,163206,27.01.10,04.02.16
48111,571359,128644,09.08.10,23.01.20
48159,519721,35813,19.08.10,09.07.18
47375,452016,100276,05.10.09,03.03.21
47607,503632,82807,22.01.10,29.06.20
47609,512614,51214,22.01.10,10.08.15
47745,578245,135500,11.03.10,30.09.20
47746,488452,157850,11.03.10,24.02.16
47747,496901,96226,11.03.10,27.06.18
47791,402917,40537,13.04.10,25.10.18
47793,568562,135414,13.04.10,18.11.20
46165,477838,115766,14.05.09,31.07.19
46171,514149,122808,14.05.09,21.03.12
47667,447448,131501,11.02.10,03.02.20
48181,437150,56629,03.09.10,19.02.19
46969,506152,96462,14.08.09,21.07.21
46971,518204,67470,14.08.09,30.11.09
47379,520546,119614,06.10.09,24.09.10
47864,562821,175556,19.05.10,25.10.10
46953,443154,113320,13.08.09,28.03.17
46955,547880,124112,13.08.09,24.08.16
46957,466738,121835,13.08.09,05.07.21
46961,455514,123877,13.08.09,16.06.10
46965,528020,126532,13.08.09,25.10.18
47257,426753,144895,08.09.09,25.10.18
47261,480278,110000,08.09.09,20.06.11
47335,435480,94776,18.09.09,25.10.18
47343,498208,155265,18.09.09,19.07.18
47347,456713,129705,18.09.09,03.11.20
47367,392416,41112,29.09.09,15.04.10
47807,495545,111359,15.04.10,05.02.18
46181,543189,109228,18.05.09,04.07.13
47287,476395,65808,10.09.09,04.11.16
47297,398091,92053,10.09.09,08.06.20
47299,420515,95702,10.09.09,16.02.17
47673,490501,159273,12.02.10,25.10.18
47813,469921,107610,20.04.10,30.03.17
48201,504758,84628,13.09.10,04.07.13
46147,455860,99297,13.05.09,03.01.19
46807,445494,109071,03.08.09,13.12.11
47349,410661,84453,22.09.09,24.11.09
47617,486087,144814,25.01.10,25.10.18
47895,541022,157562,31.05.10,07.04.15
46431,450756,104437,17.06.09,25.10.18
46435,483285,89037,17.06.09,06.02.18
46437,438828,103709,17.06.09,05.02.18
46439,498367,123200,17.06.09,25.10.18
46443,425207,64665,17.06.09,30.03.11
46623,501696,132155,08.07.09,14.09.17
46625,437519,63397,08.07.09,04.12.15
46651,503045,91166,15.07.09,02.07.18
47331,568138,173234,15.09.09,26.01.12
47651,503337,138271,05.02.10,04.07.13
47497,462112,120014,01.12.09,25.10.18
47859,538141,124154,19.05.10,14.02.11
47865,439587,131657,19.05.10,14.07.15
47866,471326,103517,19.05.10,09.02.18
48217,521686,119140,23.09.10,04.07.13
48221,445058,127759,24.09.10,17.09.14
48223,511618,135398,05.10.10,26.01.18
46457,596178,192428,22.06.09,27.03.17
46695,513952,119412,23.07.09,15.02.17
46697,510689,127765,23.07.09,14.02.12
46701,580568,164248,23.07.09,08.07.13
46703,581736,162044,23.07.09,25.05.20
46707,511678,159654,23.07.09,19.02.19
47841,506016,114439,05.05.10,08.09.14
46177,545459,156400,15.05.09,17.07.15
46626,435702,56650,08.07.09,04.12.15
46811,445652,129952,03.08.09,24.09.10
46817,392842,43360,03.08.09,09.09.16
46819,446886,101017,03.08.09,13.10.14
46821,389301,134263,03.08.09,25.10.18
46825,435492,123396,03.08.09,04.12.12
47565,517839,74237,31.12.09,09.03.21
46661,502991,158954,17.07.09,25.10.18
46671,422981,110381,17.07.09,12.12.11
46397,474540,105877,11.06.09,17.06.10
46791,513634,144210,30.07.09,03.03.20
46851,553837,149151,05.08.09,25.10.18
46863,485985,76845,05.08.09,13.09.16
47991,550892,146036,02.07.10,10.12.12
47993,467163,86837,02.07.10,14.04.20
47994,468701,70916,02.07.10,25.10.18
47996,547573,147104,02.07.10,26.04.13
47997,543633,155392,02.07.10,09.11.17
47173,453863,96714,01.09.09,09.07.15
47175,453863,96714,01.09.09,15.02.17
47181,583836,155818,01.09.09,04.01.17
47359,513570,164112,23.09.09,18.11.09
47831,472280,117143,30.04.10,15.07.21
48057,584578,161585,28.07.10,25.10.18
48058,586072,171197,28.07.10,20.04.18
48059,586637,170648,28.07.10,20.04.18
48123,535533,139362,10.08.10,14.07.15
48127,439896,99451,10.08.10,25.10.18
48128,496731,52634,10.08.10,04.07.13
48130,495454,111193,10.08.10,13.09.16
48247,532727,116860,04.11.10,31.03.17
48249,437337,108783,05.11.10,25.10.18
47457,504239,139776,09.11.09,14.01.21
47475,487671,143683,23.11.09,27.08.18
47477,503961,40401,23.11.09,13.09.16
47571,418749,107448,07.01.10,09.07.14
47964,514750,124087,28.06.10,30.09.20
46195,440011,86356,25.05.09,09.03.21
46199,441664,90778,25.05.09,26.04.19
46555,393630,104519,02.07.09,06.03.17
46557,491160,57611,02.07.09,05.10.16
47191,589894,178550,02.09.09,04.02.16
47193,581731,159552,02.09.09,23.02.16
47195,472565,79925,02.09.09,09.07.15
47203,558543,147514,02.09.09,29.08.16
47205,553486,148918,02.09.09,04.04.16
46633,580435,172389,13.07.09,06.07.15
47989,527652,139166,01.07.10,09.01.20
47383,515013,122796,09.10.09,25.10.18
47385,538185,129248,09.10.09,04.04.12
47557,422361,71701,23.12.09,26.01.11
47561,467235,82882,23.12.09,28.06.17
47583,432796,111135,18.01.10,31.03.17
46549,402324,118375,01.07.09,28.08.14
47101,546274,143710,26.08.09,20.08.13
47107,425937,114219,26.08.09,10.10.17
47109,397736,92650,26.08.09,02.02.18
47211,454249,102619,03.09.09,20.09.18
47213,521973,119264,03.09.09,09.02.12
47443,545104,163856,30.10.09,25.10.18
47687,512034,73394,16.02.10,13.12.11
47695,541083,143258,16.02.10,25.10.18
48021,507198,84781,12.07.10,17.10.11
48026,545392,80718,13.07.10,23.11.10
48028,611986,158201,13.07.10,15.09.11
46402,452312,121202,12.06.09,11.12.20
46405,468394,111749,12.06.09,25.10.18
46407,470734,86238,12.06.09,24.10.12
46410,545237,90611,12.06.09,03.12.20
47774,565764,136918,25.03.10,20.07.18
48339,409798,42529,20.01.11,10.07.13
48346,466562,110373,21.01.11,30.01.18
48351,544054,115726,24.01.11,29.06.20
48307,391430,122961,04.01.11,14.02.20
48308,468576,82198,04.01.11,03.12.20
48300,493936,156184,27.12.10,16.09.20
48293,459442,72010,23.12.10,03.03.20
48325,489429,54685,11.01.11,09.02.21
53481,409901,68501,27.03.13,25.11.20
53491,555459,156447,28.03.13,25.10.18
53499,415145,54086,04.04.13,25.10.18
53500,576973,170319,04.04.13,09.12.13
53507,601397,171160,05.04.13,20.04.16
53509,467620,87638,09.04.13,07.09.21
53512,445653,92629,09.04.13,02.07.20
53514,555844,167811,09.04.13,06.07.15
53515,529322,154861,09.04.13,10.07.14
53518,527301,88394,09.04.13,15.07.15
53528,568574,135422,09.04.13,18.11.20
53531,578784,166603,09.04.13,02.10.18
53545,470322,107486,15.04.13,09.07.14
53549,518409,120670,17.04.13,22.01.18
53559,413941,86556,17.04.13,31.08.20
53560,417673,44229,17.04.13,12.03.20
53563,513146,121033,17.04.13,04.02.16
53591,416073,83440,23.04.13,16.12.20
53595,385983,97298,24.04.13,06.03.17
53597,513530,117292,24.04.13,02.09.16
53599,449717,131215,25.04.13,05.09.18
53608,399982,74736,25.04.13,16.06.15
53620,517476,83476,07.05.13,22.08.18
53639,491491,52268,09.05.13,12.04.21
53649,445817,98039,09.05.13,25.10.18
53653,410600,113536,09.05.13,21.03.14
53666,469353,124569,15.05.13,27.02.18
53671,598980,167066,15.05.13,15.11.17
53673,430405,59773,15.05.13,11.05.21
53682,522838,97598,15.05.13,27.01.20
53685,401896,71642,15.05.13,15.11.16
53695,491688,94127,22.05.13,17.05.18
53699,440530,86794,22.05.13,20.07.18
53702,521609,120657,22.05.13,25.10.18
53706,490967,53475,22.05.13,24.06.19
53709,523822,133847,22.05.13,25.10.18
53711,511037,164786,22.05.13,23.07.20
53714,424860,112662,22.05.13,29.08.16
53741,405102,102142,29.05.13,25.10.18
53744,440555,117566,03.06.13,19.07.18
53745,401970,42491,03.06.13,22.03.17
53751,470376,99056,04.06.13,09.12.13
53753,404947,138882,04.06.13,04.06.20
53755,467439,122252,04.06.13,25.10.18
53758,420117,71762,04.06.13,22.06.21
53761,549011,122984,04.06.13,29.08.16
54157,457274,99425,19.06.13,25.11.20
54162,494271,91836,19.06.13,13.10.16
54169,407328,109991,19.06.13,31.08.20
54171,550799,166818,19.06.13,26.10.16
54215,520163,126858,20.06.13,17.05.18
54219,411612,47363,20.06.13,25.10.18
54233,526350,40613,20.06.13,25.10.18
54463,514285,101660,02.07.13,30.06.15
54469,407720,47092,02.07.13,04.02.16
54485,489145,93842,02.07.13,11.02.19
54487,462952,123037,02.07.13,21.12.17
54489,420051,128736,02.07.13,13.10.16
54493,437620,134552,02.07.13,12.12.20
54501,537182,90907,02.07.13,24.01.14
54505,490102,126820,02.07.13,19.07.18
54640,524361,131302,12.07.13,25.10.18
54641,524381,131363,12.07.13,25.10.18
54642,524252,131904,12.07.13,25.10.18
54647,518407,120688,12.07.13,25.10.18
54677,522529,59604,15.07.13,25.10.18
54685,554978,120719,15.07.13,22.08.18
54695,505025,130861,15.07.13,15.07.14
54699,419664,127193,15.07.13,10.12.18
54717,564798,152115,16.07.13,27.01.16
54724,431189,69493,16.07.13,24.09.15
54729,441821,117791,16.07.13,27.11.17
54747,471769,130052,17.07.13,18.12.13
54787,597711,158735,19.07.13,07.04.17
54789,515659,119118,19.07.13,09.06.21
54790,434277,137928,19.07.13,27.03.17
54791,494685,77107,19.07.13,09.06.21
54792,395273,87330,19.07.13,09.06.21
54811,459785,84090,22.07.13,23.05.19
54817,463710,102556,22.07.13,05.10.17
54828,524477,41381,22.07.13,25.10.18
54859,514894,40356,26.07.13,10.02.20
54862,474959,68439,26.07.13,08.12.16
54901,436224,84234,09.08.13,07.09.21
54921,529215,78174,09.08.13,25.10.18
54923,461957,95575,09.08.13,04.10.17
54926,483537,44425,09.08.13,25.10.18
54931,460058,95979,12.08.13,27.03.20
54971,523777,132257,20.08.13,25.10.18
54973,503548,132983,20.08.13,22.08.18
54979,534654,112089,20.08.13,27.01.16
55015,559588,168103,26.08.13,28.01.19
55033,405709,44858,29.08.13,17.10.19
55060,447618,95759,04.09.13,06.02.18
55065,468274,88525,05.09.13,07.12.18
55067,549595,170286,05.09.13,07.02.19
55081,388226,134576,10.09.13,24.08.16
55101,430029,102973,13.09.13,05.03.21
55107,410476,48220,13.09.13,19.12.19
55108,515890,110466,13.09.13,18.12.17
55117,595529,163153,19.09.13,14.09.16
55120,413341,65039,19.09.13,24.03.17
55127,577637,136261,19.09.13,25.10.18
55137,527372,81668,23.09.13,25.10.18
55139,550711,129953,23.09.13,21.03.19
55143,479698,94058,23.09.13,25.10.18
55157,413665,88152,30.09.13,31.08.20
55165,531189,110557,30.09.13,04.02.19
55175,448173,132255,07.10.13,31.03.17
55183,474403,93258,07.10.13,15.12.20
55194,445817,129390,07.10.13,17.01.18
55197,507032,121741,09.10.13,13.04.15
55199,418702,74064,09.10.13,12.02.20
55207,485083,86496,10.10.13,29.02.16
55229,417188,147924,16.10.13,04.02.16
55231,445461,102462,16.10.13,24.01.19
55234,436773,47738,16.10.13,29.08.16
55241,440063,136907,21.10.13,15.02.19
55253,544903,109811,28.10.13,10.09.20
55261,389476,94143,28.10.13,25.10.18
55263,482199,119690,28.10.13,17.04.18
55275,483453,103131,06.11.13,08.09.20
55281,487175,110236,06.11.13,25.10.18
55289,391437,121763,11.11.13,14.10.16
55299,529505,156093,13.11.13,14.11.14
55304,529703,156296,18.11.13,27.06.14
55306,442119,116049,18.11.13,16.06.21
55313,548037,149707,20.11.13,16.04.20
55375,444860,100661,12.12.13,05.03.21
55379,425372,50057,17.12.13,25.10.18
55392,459657,100870,20.12.13,25.10.18
55402,578599,153863,07.01.14,07.12.20
55405,469970,86360,09.01.14,04.02.16
55409,482263,119577,10.01.14,13.02.20
55413,557521,171079,14.01.14,25.10.18
55419,560301,152926,20.01.14,17.05.18
55423,553212,98187,20.01.14,27.09.17
55429,521094,127556,21.01.14,25.10.18
55437,519491,72044,24.01.14,05.03.21
55441,537179,90810,24.01.14,03.07.18
55445,511276,129640,24.01.14,09.07.14
55455,513186,43475,07.02.14,03.07.15
55469,502967,131863,07.02.14,14.09.17
55471,513903,42231,07.02.14,25.10.18
55472,510830,43108,07.02.14,23.07.20
55484,414742,83852,11.02.14,25.10.18
55495,550647,162001,17.02.14,29.04.21
55497,535852,88786,17.02.14,31.08.20
55524,523244,74619,28.02.14,19.06.15
55525,524603,56787,28.02.14,28.11.18
55528,536886,163137,28.02.14,17.05.18
55545,485039,128675,05.03.14,08.01.20
55559,501490,128168,12.03.14,15.02.21
55560,438792,44698,12.03.14,16.07.21
55573,505700,117932,12.03.14,18.05.20
55577,389999,43236,12.03.14,11.12.17
55582,436729,136446,12.03.14,22.03.16
55588,475558,78070,13.03.14,05.03.21
55589,466740,91335,13.03.14,05.03.21
55590,537208,107849,13.03.14,07.12.16
55592,531851,116421,13.03.14,04.12.20
55611,520079,134010,18.03.14,06.02.18
55614,510314,129181,18.03.14,07.11.17
55615,540399,127430,18.03.14,13.01.21
55623,466459,99622,19.03.14,29.06.20
55624,466319,99202,19.03.14,29.06.20
55709,480674,63380,01.04.14,23.05.21
55727,454329,117936,02.04.14,21.12.17
55729,509351,127602,02.04.14,25.10.18
55731,426416,41032,02.04.14,02.12.20
55749,489403,88016,02.04.14,26.02.20
55892,449103,124033,14.04.14,31.07.19
55906,414840,50586,15.04.14,04.08.21
55921,479822,102663,16.04.14,20.10.17
55953,482116,120772,16.04.14,06.08.20
56022,527490,93224,18.04.14,21.10.19
56243,558396,148660,25.04.14,10.12.18
56245,570323,130963,25.04.14,10.12.18
56247,467804,61878,25.04.14,27.01.20
56268,408058,82082,25.04.14,23.05.19
56269,402660,48864,25.04.14,23.05.19
56274,519310,123721,25.04.14,25.10.18
56276,388916,94820,25.04.14,01.06.20
56281,526685,59852,25.04.14,12.02.19
56341,488239,153430,29.04.14,19.07.18
56342,491967,102598,29.04.14,09.01.20
56343,492283,102625,29.04.14,09.01.20
56518,526401,56731,07.05.14,09.04.20
56560,591715,140637,08.05.14,15.12.20
56577,388322,103458,09.05.14,25.10.18
56842,462819,73398,23.05.14,21.01.20
56844,560362,128301,23.05.14,18.06.20
56852,571538,140051,23.05.14,04.02.16
56865,518783,126807,23.05.14,20.02.19
56867,469945,93609,23.05.14,25.10.18
56871,549433,165654,23.05.14,19.12.19
56874,452298,119102,23.05.14,11.02.20
56991,522955,56506,28.05.14,26.03.19
57003,523191,128816,28.05.14,23.07.20
57013,469931,116573,28.05.14,30.09.20
57147,467483,102632,04.06.14,05.03.21
57181,491578,130267,05.06.14,30.12.15
57185,504775,42775,05.06.14,30.01.18
57187,542887,148289,05.06.14,26.05.17
57196,464042,101966,05.06.14,09.06.21
57203,516216,121323,05.06.14,06.03.20
57206,549705,144163,05.06.14,25.10.18
57215,525620,41025,05.06.14,14.04.21
57491,489249,45602,13.06.14,30.01.20
57504,503074,132479,13.06.14,14.01.16
57511,520834,62214,13.06.14,31.03.21
57514,437106,40187,13.06.14,19.06.19
57567,475369,124879,16.06.14,25.09.20
57568,511259,129679,16.06.14,19.05.20
57569,472572,86452,16.06.14,24.03.17
57602,509079,163910,17.06.14,23.07.20
57603,435592,139617,17.06.14,04.01.19
57604,407865,104988,17.06.14,19.02.19
57613,563632,154721,17.06.14,19.01.16
57630,536384,141382,18.06.14,18.06.18
57636,537760,100115,18.06.14,14.11.19
57640,532697,155875,18.06.14,13.03.19
57643,469388,114537,18.06.14,04.02.16
57644,593210,164975,18.06.14,06.01.21
